content,toxic
Tutorial này step by step chưa?,0
"Camera xịn thế, bao nhiêu tiền?",0
Không có gì đặc biệt,0
tự nhiên thấy yên lòng ghê,0
giọng này là đỉnh nhất tuổi thơ tui,0
cai status nay ma may cung tu hao viet len a?,1
Đóng gói như vứt vào bao rác,1
Mình cũng từng trải qua điều này,0
Nội dung nhạy cảm mà không filter,1
cai noi dung re tien nay ma cung co nguoi like ha?,1
clip nhu quay voi,0
Groundbreaking! Đột phá,0
có cái gì đó rất nhân văn trong từng khung hình,0
Butterflies in stomach,0
đúng là tiền vị trí chứ không phải tiền đồ ăn,0
nói gì thì nói chứ món trứng này không đáng tiền,0
clip nào cũng thấy yêu đời ghê á,0
gây mê bằng body chứ không cần kim tiêm,0
một trong những clip đáng xem nhất hôm nay,0
Hệ thống nhiệm vụ lặp đi lặp lại hoài,0
nuoc sot chua ngon,0
clip nay co dung micro binaural khong?,0
Nhờ bạn giới thiệu thêm lựa chọn,0
Xin thông tin hỗ trợ anh này,0
"Hài hước ghê, phá ngai mà tỉnh như sáo",0
mỗi lần vùng miền bị lôi ra là thấy drama,0
mỗi ngày học thêm 1 điều mới,0
Hỗ trợ khách như đùa,1
Anh Huy làm clip cơm quê vui quá 😄,0
coi xong clip này muốn coi lại Doraemon ghê,0
"Sản phẩm dễ bám bụi, khó vệ sinh",0
Đừng làm bẩn mắt người khác nữa,1
tui cười tới khan tiếng luôn á,0
Sản phẩm không ổn định khi sử dụng lâu,0
Hàng lởm mà bán giá trên trời,1
"Đừng lo, cộng đồng tìm cách liền",0
Sobbing! Khóc nức nở,0
"mỗi người 1 suy nghĩ, nhưng nghĩa vụ vẫn là trách nhiệm",0
bạn này lồng Jaian hay ghê,0
Nên học cách cảm thông nhiều hơn,0
"Gương mặt vô hồn, như người mất ngủ",1
Ae tải 1.1.1.1 là dùng ok,0
Giá tăng mà chất lượng không đổi,0
tưởng qc lăn nách😭,0
tuy ban,0
lmao cuoi te,0
sao may cu khoe cai body te hai do tren fb vay?,1
Bản update mới làm mất cân bằng game,0
toxic positivity,0
"Không load được, bạn check lại đi",0
Nhạc không ăn nhập gì với clip,0
"Tâm thần sao biết phá ngai, nghi ngờ vl",1
may co biet cai chan map do nhin ghe ra sao?,1
Bạn up video vào thứ mấy vậy?,0
ban co the chia se link mua khong?,0
Đi chết đi! Ghét mày lắm,1
Video chất lượng kém,0
cai chan may cong the ma cung tu tin livestream?,1
Bạn gửi giúp bảng giá nhé,0
Donation mà đọc tên như đuổi khách,1
đồ ăn mà nhấn mạnh địa điểm là hiểu rồi đó,0
"clip ngan wa, chua kip hieu",0
may nghi cai chan ngan tui do la hot tren fb a?,1
"Lúc đầu tưởng là thuê mặt bằng để bán, hoá ra bán mặt bằng",0
Quảng cáo 99% là lừa đảo,1
Tôi chưa rõ lắm về tính năng này,0
Phong cách bạn tui mê xỉu!,0
may nghi may la ai ma di day doi nguoi khac the?,1
"Đi làm sáng nay rét, quên mang áo khoác",0
Đồ không khác gì đồ secondhand,1
dân nào chả có người tốt người xấu,0
Streamer fake story để câu view,1
ban co hay an nhe buoi toi khong?,0
Assassin mà không biết cut ADC,1
món ăn này hợp với giới showbiz hơn là dân thường,0
"Cũ kỹ quá, tui thấy nhàm",0
cute wa di,0
cảm thấy hơi bị lú sau khi xem,0
ban co lam them phan 2 khong?,0
trùng hợp dữ dội zậy nè trời,0
Tôi vừa nhận được hàng,0
Cryptic comments only,0
vẫn chưa hiểu thông điệp lắm,0
Video này có phụ đề không nhỉ?,0
"Sản phẩm hay bị treo, đơ máy",0
đừng dìm quán khi chưa thử tận nơi,0
"Đã nghèo còn tật, sinh con ra làm gì trời",1
may nghi may la celeb ma cu khoe tren fb story a?,1
"mình thích phong cách miền tây, nhưng giá cao quá",0
Sleep is for the weak,0
Diễn sâu thật đó 😄,0
Chặn thì tìm cách khác dùng thôi,0
Thời tiết kiểu này chắc ve nghỉ hát luôn,1
"Yêu bạn nhiều, nội dung đỉnh quá!",0
Làm vậy chỉ khiến người ta tò mò hơn thôi,0
clip nay co cat ghep khong vay?,0
Bạn đã mua nhiều lần ở shop này chưa?,0
Relationship này precious lắm,0
Bạn gửi feedback của bạn đi,0
"Phá di sản mà ko bị phạt, bất công vl",0
Cảm ơn bạn rất nhiều vì đã giúp đỡ,0
ko xung dang fyp,0
cái style này là bắt trend mạnh lắm,0
Chơi game mà blame team suốt,1
cứ tưởng lớp học K-pop fanclub,0
người đẹp nên cảnh cũng auto đẹp theo,0
học sinh giờ chịu chơi dữ dằn,0
Ảnh self care mà mental health bad,1
Sản phẩm không bền,0
giờ phim thiếu nhi toàn giọng như robot á 😔,0
may co biet cai status nay nhin ngu the nao?,1
cau vuot di bo ma xe may leo len,0
chỗ này đẹp nhưng đồ ăn thì hơi fail,0
Bạn thấy dịch vụ hậu mãi thế nào?,0
Khuyến mãi nhưng giá vẫn cao,0
Đổi trả mất cả tháng trời,1
Pro player wannabe mà bronze skill,1
co ai thay ban nay an rat sang khong?,0
"Tâm thần thì nhốt vô viện, thả ra làm gì",0
Sản phẩm giao thiếu phụ kiện,0
Chill đi bạn! Bình tĩnh,0
Responsible adult? Not today,0
cai cach may an mac nhin la biet que mua roi!,1
"Thằng nì ngu, làm cái gì kỳ zậy?",1
Đúng là thời đại vàng son của lồng tiếng,0
"Hè mà lạnh thế này, ve chắc shock nặng",1
Nội dung lặp lại quá nhiều,0
One trick pony mà trick tệ,1
cai clip nay nham nhi vay ma cung post len fb a?,1
Chơi bẩn quen rồi nên mặt dày thế,1
banh mi bi khong gion,0
Thanks for sharing bạn nhé,0
Chơi game mà thấy ức chế nhiều hơn vui,0
"Âm thanh bị rè, không như mong đợi",0
Meeting lúc mấy giờ?,0
First! Đầu tiên,0
"Ngáo đá xong kêu tâm thần, quen thuộc ghê",0
Rất mong nhà nước tạo điều kiện cho các đơn vị như vậy phát triển,0
"Reaction cho có, chẳng có tâm gì hết",1
Âm thực ấn độ,0
quán này nổi nhờ tên tuổi người nổi tiếng thôi,0
Khó liên hệ hỗ trợ khách hàng,0
dân quảng ninh cũng trắng trẻo mà🐥,0
Đây là clip truyền cảm hứng nhất hôm nay,0
Server thường xuyên bị lag,0
Streamer này chỉ biết câu tiền,1
"Bloopers funny lắm, post đi",0
Mọi người có stk thì share,0
Loại này thì xã hội không cần đâu,1
Quán cơm quê này chắc nằm trên mặt trăng 😆,0
Chúc gia đình dượng bầu mạnh khỏe 🍀,0
may co biet cai livestream do nhin te ra sao?,1
"Server bảo trì hoài, mất cả hứng",0
Streamer fake accent nghe khó chịu,1
Ego quá lớn so với skill,1
video chang co lo trinh gi,0
ai day,0
cai status do ma may cung dam viet len fb a?,1
Hơi buồn chán một chút,0
"cảm ơn video, rất bổ ích",0
Có ai online không?,0
Chúc b ngày càng hot nha!,0
Chơi game này không thấy giải trí,0
"Camera xịn quá, giá bao nhiêu?",0
chưa bao giờ thấy cái gì vừa lạ vừa quen như vậy,0
Rome wasn't built in a day,0
Khó khăn trong đổi trả,0
xe tai chay vuot toc do,0
Drama queen! Làm to chuyện,0
"Đẻ lắm để khổ, chán thật",1
cai mat may nhin map the ma cung dam post story?,1
holy grail,0
nên có nhiều sản phẩm sáng tạo thế này hơn,0
Ủa mình kìa,0
Tôi không thích cái này lắm,0
Xem xong chỉ muốn report kênh này luôn,1
ban thuong an vao gio nao?,0
ai đó hãy làm thêm kiểu này nữa đi,0
"Cô ơi, bật bài Trình cho khách nghe đi",0
Solidarity với bạn,0
đừng ai hỏi sao tui cười giữa đêm,0
dewy skin,0
"Bình thường, không có gì nổi bật",0
Chán chẳng buồn bình luận,1
mình thích cách kể chuyện lạ này,0
Làm YouTube mà chẳng ra cái gì,1
mình từng trải qua đúng kiểu vậy luôn,0
Sản phẩm này mới ra à?,0
Da sạm như thế còn dám livestream,1
sao may cu khoe cai voc dang xau xi do tren fb?,1
Thời tiết kiểu này ve chắc nghỉ hát :)),1
clip này giúp mình tỉnh táo trước khi đặt bàn,0
totd,0
Bạn sinh ra đúng là lỗi của tạo hoá,1
Shop chỉ giỏi móc túi khách hàng,1
Không rõ điểm nổi bật là gì,0
mình ước lớp mình vui như vậy,0
"Oke b ơi, t hỉu rùi!",0
cai cach may noi chuyen tren fb nhin la biet vo duyen!,1
Cười 1 cái cho nhẹ đầu nào 😄,0
Không xem nổi hết clip,0
Goosebumps! Da gà,0
Bạn đúng là đồ bỏ đi,1
Orb walking như robot hỏng,1
"Vượt đỉnh cơm quê, giá thượng đế rồi nha 😎",0
Anyone here?,0
Communication toxic suốt trận,1
"B giải thích dễ hỉu, thik ghê!",0
Loại này chỉ biết đi gây phiền cho người khác,1
Spoiler-free zone here,0
vừa xem vừa gật gù đồng cảm,0
Chờ phần tiếp theo của bạn nha,0
Draft pick như troll team,1
Bạn có thể review kỹ hơn không?,0
sao may cu khoe cai mat xau xi do tren fb vay?,1
Story highlight chỉ toàn selfie,1
Bảo hành như đùa với khách,1
"Quán ở cổng trời, ăn xong bay luôn 😄",0
Khó liên hệ tổng đài chăm sóc,0
cap không sai nhưng làm người ta phải suy nghĩ lại,0
Chỉ biết stream game popular để câu view,1
dm may lam cai cc j day,1
"Thằng này nói nhảm, ngu hết chỗ nói",1
Like nếu thích,0
"Clip anh Huy vui, xem xong muốn ăn cơm quê 😄",0
người Việt lồng giỏi thiệt chứ,0
ko dang xem,0
Tác giả có vẻ rất am hiểu lĩnh vực này,0
Ban pick không biết meta,1
"Sinh con ra mà ko lo nổi, chán",0
đang học mà cứ tưởng đang quay tiktok,0
Ảnh friendship goals mà friends fake,1
lua dao do mn,0
một sản phẩm vừa nghệ thuật vừa đời thường,0
"vừa được học vừa được sống tập thể, quá tốt",0
Game changer! Thay đổi cuộc chơi,0
cai cach may viet status nhin la biet vo van hoa!,1
Selfie mà như người khác,1
Sản phẩm này có nhiều tuỳ chọn không bạn?,0
"Có gì đó không ổn, cần cải thiện",0
thach dai nhai hoai,0
mon an trong clip nhieu calo khong?,0
tưởng idol Hàn Quốc không á,0
noi nhieu ma chang co gi,0
chưa thấy ai trị liệu mà gây nghiện vậy luôn á,0
Sản phẩm màu bị lệch so với ảnh,0
Clip này nên lan tỏa nhiều hơn,0
Nhìn chân tay lủng lẳng yếu xìu,1
tui từng tưởng Doraemon nói được tiếng Việt thiệt,0
"Khoe nhìu qué, mệt vcl!",0
Coi xong thấy phí thời gian,0
"Đồ ngu, làm video kiểu gì thế?",1
Sản phẩm không đáng đồng tiền,1
Nhân viên thái độ cực kỳ tệ,1
đỉnh thiệt sự luôn,0
quan khong co may lanh,0
ban thuong review do an o dau?,0
ổng lồng trẻ con mà ổng cũng trẻ con nx 😆,0
cai body do ma may cung dam lam anh dai dien a?,1
"Đã nghèo còn đẻ, đúng là chán",1
nội dung này đáng được chia sẻ rộng rãi,0
Sản phẩm này làm được gì nữa không?,0
xem clip mà muốn đi học y luôn,0
Iconic! Biểu tượng luôn,0
Để tui xem thử cái này,0
Quán ở bình nguyên vô tận hay ở đâu vậy? 😂,0
Video chưa đạt chất lượng tốt,0
Bạn thử sản phẩm nào nữa chưa?,0
mon nay an kem voi gi thi ngon?,0
Phản hồi tin nhắn quá chậm,0
Nội dung nhàm chán,0
"Mỗi người mỗi tính, đừng quy chụp",0
clip này như liều thuốc tinh thần,0
Bạn đang dùng dòng điện thoại gì?,0
Nạp tiền vào game thấy phí thật,0
Streamer fake voice nghe phát ói,1
tra sua nhat nheo,0
"Nghèo còn đẻ, tự chuốc khổ",1
"cảm ơn video, đã giúp mình không mất 110k",0
"Thương anh quá, cố lên nhé",0
cơm quê mà giá không quê chút nào,0
Donation reading như robot đọc báo,1
Behind the scenes có không?,0
ủa Jisoo hả?lúc đầu cười tưởng IU chứ,0
"Mày làm nội dung gì dở thế, vcl!",1
Hệ thống cập nhật game quá chậm,0
Shop nói dối từ đầu đến cuối,1
Story ask me anything mà không trả lời,1
noi nhu doc rap,0
Chỉ là chia sẻ thôi,0
dc roi,0
sao may dam khoe cai mat day mun do tren fb?,1
Bạn giải thích hơi khó hiểu,0
Trời ơi dễ thương quá,0
sao may cu thich di noi xau nguoi khac tren fb?,1
Nội dung không gây ấn tượng,0
"Nhìn anh mà thương, xót quá",0
Chủ đề không phù hợp lắm,0
"Bạn làm tui cười xỉu luôn, hài lắm!",0
Anh Huy làm clip cơm quê đỉnh quá 😎,0
Hidden detail! Tinh tế lắm,0
"Láo toét, cút mẹ mày đi",1
"Không đoán được, hay quá trời!",0
nội dung gì mà làm tui muốn replay hoài,0
cam giac clip lam cho co,0
manifestation,0
Game chơi một lúc là chán liền,0
Cho xin stk anh này với ạ,0
"mỗi người một quê hương, một giọng nói, đều quý",0
Bụng phệ mà cứ thích diện đồ bó sát,1
bao nhieu,0
Đi đâu cũng thấy bạn xấu nổi bật,1
học mà như đóng phim học đường vậy,0
"Cần thêm info, giải thích thêm nha!",0
tụi mình là một đất nước đa dạng mà,0
Streamer chỉ biết flex gear expensive,1
Người vừa xinh vừa khéo thế ❤️xứng đáng 10 thủ công điểm,0
hơi bị shock với giá trứng ở đây,0
Có tâm làm clip là thấy rõ,0
Last hit như người khuyết tật,1
Không hỗ trợ thanh toán khi nhận hàng,0
Out of touch! Không realistic,0
Love story này sweet quá,0
mỗi lần coi lại là cười tiếp,0
Shop lừa đảo không khác gì tội phạm,1
variety idol,0
Có thể đổi trả không shop?,0
đọc cap muốn khóc luôn á,0
Không có gì đáng chú ý,0
"Đẻ con ra mà ko lo được, chán vl",1
may nghi may la celeb ma cu khoe tren fb the?,1
Hỏi gì cũng trả lời qua loa,1
xe di nguoc chieu chi de tiet 5s,0
ai dựng clip này chắc đầu óc thú vị lắm,0
Vậy là giờ ai dùng bị coi là phạm pháp à?,0
xem xong cảm giác bị hút vô mạch chuyện,0
càng xem càng thấm từng chi tiết,0
Cho xin thông tin hỗ trợ nha,0
Trả lời tin nhắn như muốn đuổi khách,1
Overreacting! Phản ứng thái quá,0
Ai thấy giống mình điểm danh cái,0
slay queen,0
Chất lượng như đồ chơi trẻ con,1
Hàng xài được 1 ngày thì hỏng,1
phải công nhận là nhìn hấp dẫn thiệt,0
Một sự tử tế đáng ngưỡng mộ,0
Nghe nhức cả đầu,1
cảm ơn vì đã cho tui phút lặng trong ngày hôm nay,0
Suy nghĩ kỹ trước khi phát ngôn gì đó nha,0
"Tâm thần mà phá đúng chỗ, kn nổi",1
Hình ảnh khác xa thực tế,0
giỡn chút thôi chứ không có ý gì đâu nha,0
tra dao cu nhu the ky truoc,0
di bo tren cau ma con lo xe may,0
Đúng là đáng yêu thật sự luôn á,0
One step at a time,0
Học hỏi được nhiều lắm luôn,0
Shop này mở ra để làm hại khách,1
Game tốn quá nhiều thời gian để lên cấp,0
Mind blown! Sốc não,0
Mày bị gì mà post mấy cái nì?,1
Bạn có mã giảm giá không?,0
"Coi video buồn cười ghê, ông này phá mà tỉnh bơ",0
Bạn hài hước thật đấy,0
clip hài thôi mà mọi người ơi,0
quán có vẻ là kiểu bán concept hơn là đồ ăn,0
Đạo lý phát mệt,1
Sản phẩm nhìn ngoài không đẹp như trên hình,0
Cảm giác y như phim Hollywood!,0
Giải thích thêm chút nha bạn,0
cai cach may noi chuyen tren fb nhin la vo duyen!,1
Game này khó điều khiển quá,0
bán online mà vậy là hợp lý,0
Heart racing! Tim đập mạnh,0
"Thương gia đình anh quá, cố gắng vượt qua nhé",0
Hệ thống chiến đấu không linh hoạt,0
"Lúc cần thì im, lúc hết phốt lại nói",1
Cliche! Sáo rỗng,0
ootd,0
tự nhiên thấy nhớ người cũ ghê,0
giữ điện thoại như giữ vàng nha mấy bạn,0
Ai mà chơi nổi với thứ như này,1
ko ai hieu ban dang noi gi,0
Bạn gửi link tham khảo thêm giúp mình,0
Bài viết chi tiết và chuyên sâu quá,0
"Sáng dậy tưởng mùa đông, hóa ra Hà Nội :))",0
tưởng ai ngầu ai dè hài hước dữ thần,0
eye candy,0
ai chê thì thôi chứ tui vẫn thấy ổn,0
Óc chó vừa thôi bạn ơi,1
"Nghèo mà đẻ, khổ cả nhà",0
Thể loại này chỉ giỏi hại người,1
Tự sướng suốt ngày chán thật,1
Tôi chưa rõ lắm,0
"Đồ ngu, học lại cách làm video đi",1
thấy nhiều người chê nên chưa dám thử,0
Cảm ơn bạn đã cung cấp kiến thức bổ ích,0
đừng bảo tui là người duy nhất xem đi xem lại clip này nha,0
Waste ultimate skill như vứt đi,1
may co biet cai chan ngan tui do nhin ghe sao?,1
Đúng người đúng thời điểm luôn,0
Don't ruin it for others,0
Chỉ biết stream khi có drama,1
bình luận hơi đụng chạm nhưng vẫn vui,0
nguoi lon khong doi mu bao hiem,0
Chuyện đâu còn có đó mà lo,0
"Đĩa cơm quê mà tưởng đĩa vàng, giá siêu đắt 🙏",0
Có quá nhiều vấn đề chưa được sửa,0
den do roi ma van co nguoi vuot,0
"Nói gì zậy, t hok hỉu gì hết?",0
Bạn có video unbox sản phẩm không?,0
Nói chuyện như lắp bắp không ra gì,1
go off,0
ăn 110k mà tưởng ăn buffet,0
ai đó tạo playlist giọng lồng Doraemon đi,0
Weekend vibes,0
Drama đi đâu cũng thấy mặt,1
"Cười xỉu, cứ làm mạnh vào xem 😆",0
Skill shot accuracy 10%,1
cai anh do nhin ma chi muon block ngay luon!,1
"gây mê chưa đủ, phải gây thương nhớ",0
Blew my mind! Thổi bay tâm trí,0
mon nay co ban o sieu thi khong?,0
may co biet cai eo map do nhin ghe the nao?,1
giao thong gio cao diem nhu dia nguc,0
coi mà thấy quen ghê vì từng bị hỏi giống vậy,0
Ai thả ông này ra mà để vô phá vậy,0
"Lúc hot thì chảnh, lúc bị chửi thì than",1
cap gì mà như viết cho riêng mình vậy trời,0
"Info sai rùi, check lại nha!",0
Out of the box thinking,0
Respect! Tôi admire bạn,0
Troll hay đấy! Upvote liền,0
Sản phẩm này bảo trì dễ không bạn?,0
Bạn đã mua sản phẩm này mấy lần rồi?,0
"Thằng này ngu, làm cái gì kỳ vậy?",1
OOTD hôm nay,0
cơm quê mà giá không quê,0
Đổi trả phải xin xỏ như ăn xin,1
"Đoán được từ đầu, chán thật",0
"cần gì học, xinh là được",1
Chỉnh sửa clip không tự nhiên,0
vl,1
"Tùy bạn, tui không ý kiến",0
Game này đồ họa xấu quá,0
Diễn đạt đến mức khó tin,1
Game thiếu cân bằng nghiêm trọng,0
cai bung may mo the ma cung dam post anh a?,1
có ai từng gặp trường hợp tương tự chưa?,0
ko co y kien gi,0
Current status,0
thề luôn cái cap này hại não ghê,0
Còn ở đâu hay bị hỏi nữa nhịiii??,0
Makeup như mặt nạ,1
xe cuu thuong cung bi ket xe,0
First world problems,0
co the lam tot hon nhieu,0
vừa ăn vừa coi clip cười muốn sặc,0
"Ngại giùm luôn, awkward vcl!",0
ko lay gi lam thu vi,0
do uong bi do het ra tui,0
sao may khong nhin lai minh truoc khi post status?,1
Phá di sản quốc gia mà thoát tội thì đúng là bất công,0
đừng để mấy câu đùa làm mất đoàn kết,0
coi vậy chứ điểm cao ngất ngưởng á,0
ko biet noi gi ca,0
có ai thấy nội dung hơi khó hiểu không?,0
mấy clip kiểu này hay mà hơi thiếu logic,0
e cũng đang ở đl nè chị,0
okie dokie,0
ngay nao,0
Phản hồi không chuyên nghiệp,0
ai cũng nên trải qua để trưởng thành hơn,0
Tuổi lồn đòi dạy đời à? Biến đi!,1
"Cơm quê giá cổng trời, ăn xong nhớ đời 😅",0
xe may leo via he,0
Vẫn âm thầm đóng góp không ngừng,0
Adrenaline rush! Máu sôi,0
Đừng có láo!,1
ban hay an kieu nay ha?,0
ship sai dia chi,0
Tôi đã xem qua các bình luận khác,0
"cái gì cũng có lý do của nó, nên hiểu thay vì phán xét",0
day la video quay ngoai troi ha?,0
đẹp trai level này thì phát thuốc gì cũng uống,0
Quảng cáo 1 đằng giao 1 nẻo,1
Flexing hàng hiệu fake,1
Sản phẩm không giống mô tả,0
Hệ thống nhiệm vụ quá nhàm chán,0
an xong ngat vi bot ngot,0
Chắc thiếu tình thương hay sao mà vậy,1
Tóc thưa thế mà cứ hay xõa,1
Destroyed! Nghiền nát,0
"Toàn đóng kịch, ai tin nổi",1
Người như mày nên biến mất khỏi internet,1
day la an mot minh hay cung ai do?,0
Đặt hàng như rước họa vào nhà,1
Chúc bạn sớm bình phục nha,0
Đặt size S giao size XL,1
Không ồn ào mà vẫn hấp dẫn,0
góc nghiêng chớp thời cơ quá chuẩn,0
Cái mặt này nhìn phát muốn đấm,1
that's the tea,0
cai status nay nhin la biet khong co chat gi!,1
Video âm thanh nhỏ quá,0
Mention tôi nhé,0
nhìn vậy ai dám tới học chung,0
Chưa thấy có gì đặc biệt,0
Body shaming người khác trong comment,1
Nội dung này mình đã xem ở nơi khác rồi,0
"An ninh yếu kém, cần xem lại quy trình bảo vệ di sản",0
Build item như người mới tập chơi,1
sao vay,0
xe ban tai leo len dai phan cach,0
"tôi đến từ một nơi bị đùa rất nhiều, không vui chút nào",0
"Đúng là loạn thần tặc tử, đáng bị xử nặng",1
abundance mindset,0
t k dong y voi quan diem nay,0
Người gì vai to như lực sĩ,1
Sản phẩm dễ trầy xước khi sử dụng,0
Mental weak không chịu được pressure,1
may nghi may la ai ma di cong kich nguoi khac the?,1
clip kiểu vừa toxic vừa gây nghiện,0
một pha lật mặt nhanh hơn bánh tráng,0
tea,0
Chuyên gia lật mặt,1
cai video do ma may cung dam share len fb a?,1
nếu vật lí trị liệu mà thế này thì em tình nguyện đau,0
tui muốn quay lại thời đi học quá,0
Bạn có hướng dẫn tháo lắp không?,0
Drama queen! Làm to chuyện,0
mọi thứ ổn cho đến khi đọc cap,0
Tôi vẫn đang chờ phản hồi từ shop,0
clmm,1
Sản phẩm không có tem bảo hành,0
nghĩ sao lớp học mà lộng lẫy quá vậy,0
co ai biet o dau ban do an nay khong?,0
Hàng không qua được kiểm định nào,1
"Ủa e , sao em bảo em với nó chỉ là bạn?",0
Deadline khi nào vậy?,0
Giọng Nobita\:Miền Bắc\nGiọng Đặng Khuyết\:Miền Nam,0
ko cam xuc,0
periodt,0
Content create như không có passion,1
khong hop khau vi,0
Clip đáng xem nhất ngày hôm nay,0
Ai rảnh thì inbox tôi,0
"noi ko ro, nhieu doan bi mo",0
"Tâm thần sao biết phá ngai vàng, nghi ngờ lắm",1
cap này là nghệ thuật gài hàng,0
Coi xong thấy thất vọng,0
sao may cu thich di cong kich nguoi khac tren fb?,1
cai mat may ma cung dam khoe tren fb story a?,1
ban an nhanh that,0
Bạn thấy trải nghiệm người dùng thế nào?,0
Attention seeking much?,0
Người ta gọi là thánh giả trân,1
Map awareness = 0,1
Post ảnh ăn hoài như review thức ăn,1
xin lịch làm việc để còn book khám luôn,0
One step at a time,0
ở thái nguyên k phải ai cx thích uống trà😭 nma cũng hay uống,0
sắp thi là hiện z 🥰,0
duong da xau lai con bui,0
tóc tai chỉnh chu dữ ha,0
Xem mà rưng rưng nước mắt,0
ban quay lien tuc hay cat ra tung phan?,0
"Tôi cũng vậy, không alone đâu",0
Decision making tệ khủng khiếp,1
Bạn mua ở đâu vậy?,0
stan loona,0
cai anh dai dien do nhin ma muon block ngay!,1
ko giu duoc khan gia,0
tới trường mà như đi picnic,0
may co biet cai giong hat do nghe muoi mat khong?,1
clip nay dung may quay nao ma ro the?,0
ADC positioning như đứng ăn đòn,1
Chúc bạn ngày càng thành công nha!,0
Nhìn bàn tay thô như đàn ông,1
Không nhận được mã giảm giá như quảng cáo,0
"DM t đi, t rảnh lắm nè!",0
Xem mà buồn ngủ luôn,0
"duong ho roi, khong sua chua",0
Breathe! Thở sâu vào,0
may co biet cai mat do nhin te the nao tren fb?,1
co ruoi trong mon an,0
"Tùy bạn, tui không ý kiến gì",0
fake it till you make it,0
Xem xong muốn lướt qua luôn,0
nghe riết thành thói quen luôn rồi,0
Ảnh food styling mà nhìn như đồ ăn hỏng,1
cha gio khong con nong,0
Ai có stk anh này thì share,0
Thời tiết thế này đúng là yêu luôn,0
Con mẹ mày! Đồ khốn nạn,1
Butterflies in stomach,0
cai livestream do ma may cung dam len fb a?,1
DM is open,0
quay clip mà ánh sáng ám quá trời,0
ban lam video moi vao thu may?,0
"Xúc động quá, khóc luôn!",0
Thật là ngu hết phần thiên hạ,1
may nghi cai body lo xuong do la quyen ru a?,1
ông bs này ở khoa gây mê bằng sức à🤣,0
giờ đọc cap cũng phải cẩn thận luôn,0
Không phù hợp với người mới bắt đầu,0
cau vuot bi rach sat,0
Quán này chắc bán cả bình nguyên vô tận 😆,0
Keyboard warrior in chat,1
Cái loại gây ô nhiễm không gian mạng,1
Giả vờ yếu đuối để được bênh vực,1
không biết nên mệt hay nên cười,0
Donation mà không cảm ơn gì hết,1
Đh sư phạm Hùng Vương z là các cô giáo tương lai á hả,0
đứa hay nói ẩn ý chơi vs đứa hay nhột,0
"Bạn trình bày dễ hiểu, thích ghê!",0
Streamer chỉ biết kêu ca suốt ngày,1
Có ai quan tâm mấy vụ này đâu,0
nội dung đơn giản nhưng gợi mở suy nghĩ,0
phuc vu le me,0
Nhìn mặt thôi đã thấy ghét rồi,1
ai từng bắt chước giọng này hồi nhỏ dơ tay ✋,0
ngay nao cung ket xe o nga tu nay,0
"Cơm quê giá cổng trời, đắt xỉu",0
ngon nhin la biet,0
Legendary! Huyền thoại,0
thang lon,1
Mát mẻ thế này đi ăn lẩu là chuẩn,0
tra sua loang nhu nuoc loc,0
may co nghi cai eo to nhu cai thung do dep khong?,1
Post ảnh throwback hoài như sống trong quá khứ,1
"Bạn giải thích dễ hiểu ghê, thích quá!",0
Fix lỗi này đi bạn,0
Bạn nhận xét về camera đi,0
"Nghèo thì đừng đẻ, nói mãi chả nghe",1
sao may cu thich di drama voi nguoi khac tren fb?,1
Keep it vague please,0
"Quảng cáo nhiều, chán vãi luôn",0
scarcity mindset,0
may co biet cai mat mun do nhin ghe the nao khong?,1
"LOL, cười đau bụng lun á!",0
banh trang uot het,0
Bạn thấy dịch vụ giao hàng thế nào?,0
Không rõ nguồn gốc sản phẩm,0
"Cơm quê giá cổng trời, ăn xong hết tiền 😅",0
Nói chuyện ngu mà cứ thích tỏ ra thông minh,1
chia sẻ thêm cách phòng tránh đi mọi người,0
"Chúc bạn thi tốt, cố lên nha!",0
cai livestream do ma may cung dam len fb a?,1
"Nhạc nền chill, nghe sướng tai!",0
Không hài lòng về cách tư vấn,0
ai giải thích giúp mình đoạn giữa với?,0
Nhạc nền hơi khó nghe,0
Xem mà nổi hết da gà,0
"Content ngau xĩu, t mê luôn á!",0
Chơi ranked mà troll,1
"Clip anh Huy vui, xem xong muốn đi ăn cơm quê 😄",0
Chắc phải uống thuốc thần kinh gấp,1
bác sĩ gì mà ngầu dữ vậy trời,0
Bạn có thể chia sẻ link nhóm hỗ trợ không?,0
giảng viên chắc muốn đổi lớp dạy =)),0
nên chiếu clip này trong lớp học kỹ năng sống,0
Deadline? What deadline?,0
đây là lý do tui vẫn ở nhà mỗi ngày,0
"Sinh con ra khổ thế này, ai chịu nổi",0
Teamfight mà chạy trước,1
Outfit xấu mà tưởng mình fashionista,1
Rome wasn't built in a day,0
cái vibe học đường dễ thương cực,0
Nét quá trời luôn nè,0
tưởng giỡn ai ngờ gây war thiệt,0
nên cẩn thận khi ăn quán theo trend nha mọi người,0
Sản phẩm dùng nhanh hỏng,0
Cách sử dụng như thế nào vậy?,0
Sản phẩm có nhiều vết xước nhỏ,0
cai cach may comment nhin la biet thieu i ot roi!,1
"Lúc yên thì im, lúc bị bóc thì thanh minh",1
Nói gì mà lan man thế không biết,0
Đang trending #1,0
sao may cu khoe cai voc dang lo xuong do tren fb?,1
Bạn có thể hướng dẫn đăng ký bảo hành không?,0
tim để ko cười rụng răng😋,0
