content,toxic
Toàn giáo án máu lồn chảy ngược,1
Nhìn quả quần muốn tụt mẹ nó xuống 🤨,1
Anh ơi bao giờ anh stream trên youtube thế :(( huhu,0
Huy Hoàng xàm lồn ít thôi.,1
Mà thật sự chị Trần Đoàn bán hàng trên mạng từ lâu rồi đó.,0
Từ ngày xem mèo tom con tôi thường xuyên bỏ bữa :))),0
Buồn thì đi cắt tóc 3 phân :)))&&&@@@@,0
Kb ib có video,0
ok fine,0
ĐMCS bê tông hoá cái qằn qè cây chặt hết giờ để dân chịu hậu quả. Hk còn từ nào chửi cái lũ cô hồn các Đảng này,1
Vitamin Nhung cđ m chứ ai nữa 😁😁,1
Vl anh ơi 🤣,1
Kon mẹ nó riết tụi công an này nó điên rồi,1
chống cự đi china nó thả dân qua sang bằng VN luôn 1 đánh 10 không chết cũng tàn phế =)),1
Chị ba giúp đỡ e chị,0
"biết bao xương máu của con dân Việt Nam đã đổ xuống nhuộm đỏ mảnh đất này mới có được ngày hôm nay, vì lòng tham không đáy mà bọn chó cộng sản tiếp tay cho trung cộng tàn phá đất nước, rồi sau này con cháu sẽ đào mã chôn xác bọn mày cùng tổ tiên nhà bọn mày lên rủa, bọn mày có chết cũng không được yên đâu,",1
Shark độ phùng 🤣,0
"😂😂😂 coi buồn cười ghê, cô Minh Hiếu tiếu ghê",0
"Lê Tấn Tài thế là cày view à , ngu lồn á mày",1
"đến con trâu qua ngòi bút của họ nó cũng biết thù "" giặc mỹ "" cơ mà ! hay anh Tám BBQ là nhân vật hư cấu đến giờ vẫn lắm người hoài nghi !.... à còn diệt chủng mà mấy triệu tín đồ vẫn tin là doanh nhân hay danh nhân gì mới hay ! ... nói họ là bậc thầy quả ko ngoa !",0
Ai trả biết a lắm tiền. Lắm tiền đi du lịch tha bệnh về. Chứ cứ ở quê như e chăn trâu cắt cỏ nuôi cá. Làm sao mà nhiễm bệnh đc. Bệnh Nhà Giàu là thứ bệnh mới,1
tên phim a oo,0
DLV dân lưu vong đâu?,1
Con co rona dau mà hỏng tap vo coi mo di nay vun on,0
Mộc Ca hoặc là nghĩ Bo là nít ranh hỉ mũi chưa sạch =))),0
Con này nó bỏ quên não khi chạy xe rùi.😈,1
"Khi 2 đứa tự tin về tài chính không phụ thuộc bome , khi đủ khả năng lo cho gd của mình , nếu còn bên nhau thì cưới thế th",0
"Mình k quan tâm tới chuyện c Linda làm đẹp ra s, những mối quan hệ hay scandal này nọ. Chuyện của c thì c biết ntn nên mình chỉ biết là có những clip của c xem mình thấy vui, thoải mái, những clip e xin phép nói vs c là thô nhưng thật và có những câu nói y như là khẩu hiệu hay câu nói của riêng c e vs bạn bè thấy rất vui và vẫn nói đùa với nhau thường xuyên. Thôi thì tks c vì những điểm vui từ c trước đây còn sau này thì e vẫn ủng hộ c <3",0
Thân? Chửi học trò như 1 con chó... Thương cái lồl..,1
Nhin c minh hieu con co duyen còn con di linh ca loc nhin mat  no muon cho no an dam,1
"Bay len ma bay den 46lan ah,cai dit cu may",1
Nghe vô sinh nhưng lại rất yếu sinh lý :)),1
Ông MC kiểu như ổng cố nhịn cười,0
MvP cc gì tầm này :))),1
Hưng Phạm khi nào nó trao ta,0
Hoàng,0
Ý thức của chị Nhung còn ít hơn cả nhân bánh mì của t :)),1
tiên tri xàm,1
Thanh Hải có lên Tạ Hiện quẩy ko đấy,0
Việt nam yêu cầu các nước khác không can thiệp vào công việc nội bộ của Việt nam!,0
Nguyễn Đăng Dự nhục mặt fan Mu bạn ơi,0
"Ý thức người Văn Minh có khác , cao chót vót đéo với nổi .",0
May  trước  đay  ninh  no  chui  liên  oanh  ma  gio  lai  quay  ra  chui  no  ha  cho  may  sang  mặt  ra  chua,1
nó chơi luật rừng thì mình chơi luật rừng! mạng đổi mạng! đéo phải nói nhiều! Bức xúc làm cc gì,1
Nốn lừng mong manh à,1
Clm nó dơ như chó rách,1
nge luyến sao sao á :)),0
Âm nhạc có bao giờ chán,0
Trần Duật toang thật r,0
Trư Bát Giới đã viết ae cho sập cmn đi,1
Khi nào chính thức về với mẫu quốc đảng nô nhớ thông báo trên vtv nha.,1
lik đâu dcm,1
Chị của Châu,0
Trả lại để ông khác còn ăn chứ chia sẻ cho nhau là hp mà dis@@,0
Ido của mình vẫn khỏe mừng quá.,0
Clm thầy,1
cục xúc vl =)),1
Đầu 2 thứ tóc rồi mà còn bị trẻ trâu Levi lừa.🤣,0
cho nó chực lâu tới đâu bỏ ghét tới đó :v,1
TRAN DAN TIEN BO.MOI GIA NHAP DCS.,0
ad của page này chửi như muốn đổ cả rổ lồn vào mồm người khác ý :),1
Người Nhật đã làm cho chủ tịt Nguyen đúc Chung mất phần ăn !,1
Linh Pham Thi để con sắm cho mẹ 1 cây😂,0
ảnh này ở video Superheroo nghe buồn não ruột -__-,0
Bóng gió sao nó hõn thấy ghê đã là người không được may mắn sao không biết tu bớt để an nhàn tâm hồn cứ sân si bởi vậy làm ảnh hưởng đến cộng đồng  người đồng tính đa phần họ hiền lành dễ thương mà sao đám quỹ chửi mất dạy quá conquy già kim ngọc  ngọc hiếu sao không biết nhục mà chương mặt ra,1
"Phải khai trừ. Ngườ đảg viên mà toàn đi đâu cũng giả danh giữ chức vụ này chjwcs vụ kia, người đảng viên mà đi đánh một đứa trẻ 12tuôi rất hèn hạ. Phải khai trừ và ko chấp nhận một cơ quan nào làm hết",1
Nhật TùNg r xong sản sủa,1
"Auto mua, comment có thể mua được mà, nếu chốt đơn là thật đi, nhưng sau không nhắn tin cho shop thì cũng đâu bán...kakaaaaaaa",1
Gom hết dòng họ mày lại chưa chắc trả được tiền thợ hồ chứ cất khách sạn,1
cắn đứt long lone??,0
12:07 tiếc ziên là lè lưỡi,0
Hoàng Thu Trang lại nữa,0
con nay mat dai,1
“Nhưng bình yên của anh ở nơi mà tim em giấu...” 😁,0
Thôi ăn lol rồi thầy ạ 🤦‍♂️,1
Duy Vâu đcm cà khìa vcl :))))))),1
Tưởng lại quảng cáo thuốc sinh lực :)),0
Nam Hoàng chị mình ở bển cẩn thận nha c =)) rượu chè ít thui he,0
Việt Nam đi trc thời đại,0
Đã bảo mà Ngu như Dân cũng đỡ khổ hơn là mang tên Nhục thế Đảng.,1
Anh ơi mô hình iron man bao nhiêu xiền thế ạ ?,0
Chó vàng đéo cắn để rồi thành cầu 2 chiều à :v đm cái gì đúng cái gì sai phải biết chớ .,1
Lúc chửi thì to mòm giờ thì khóc lóc năn nỉ các thứ đứa con nik còn thấy nhục dùm,1
Chào thầy ba girl😌nứng vcl,1
1 triệu nè 2 triệu nè vậy đủ đi đường quyền chưa,0
"Xe tắng thiết giáp đáp lồn má mấy thằng ở trên,cmt ngu vl",1
"PhoBolsaTV :bien me đi,phỏng vấn tao lao,may về phong van gia đình mày đi.nhin may nguoi gia ma con ko tha,phoBolSa rất sam",1
Hô hào tuyên truyền quyết tâm phòng dịch nhiều rồi một số người vẫn cố tình kô tuân thủ cách li ô phải dùng tới nắm đấm thôi.....,1
Học chôn chất thải độc hại gần nguồn nước cho dân dùng nữa nha,1
Triệu Kim Nhung cứ tưởng y tế Lạng Sơn 🤦🏻‍♀️,0
Thu Ha con chó bằng bưởi là của bố bạn à :)))))))),0
Con trai bố k đi đâu chơi à???,0
"Doanh nghiệp và dân_ phần ưu ái luôn là bên DN,họ chi mạnh,có thế lực,nhiều khi là sân sau của quan chức,dân muốn tìm đồng minh thì cạch chính quyền ra,tránh xa con dao 2 lưỡi. dân luôn là kẻ thấp cổ bé họng,mà chính quyền là luật,luật là chính quyền.bàn tay luôn có 2 mặt",1
"Phương Dung Nguyễn năm nào cũng cúng tiền, t mệt mỏi nơi bây ơi",1
Abe stream bên kênh nào dạ,0
Chả nhẽ t lại phang cho không trượt phát nào giờ,0
Vl hack Meo t😄,0
Chả bù cho K-ATM tí nào😩,1
Xl abe 😅,0
Cú vl haha,1
Dcm ăn pải lốp lái thì giết con nhà ng ta ah chó đẻ,1
Tâm thần,1
Gõ chài đâm tiêu vô đầu nó đi cô :>,0
Cái đám chết chạy đấy thì nó ghét cs đến xương tuỷ còn gửi tiền về? Gửi đc bn khi làm nail culi lo cuộc sống chưa xong dư dả quá ha :)) còn Việt kiều thành đạt kiếm tiền còn gửi về tổ quốc thì chắc chắn ko có time mà lên fb share 3 cái tin rồi chửi ch,1
"Đéo biết nói gì, thôi, chia sẻ",1
Noi. Cho. Nhieu di.  Chu.  Mai. Mot. Gia. Nam ia day. 1 cho.  Luc. Do. Muon. Noi. Cg. K noi. Dc.    Hi,1
"thay mặt toàn thể chị em cám ơn thầy chúc thầy nhiều sức khỏe , khi nào xóa kênh thầy ơi",0
Cái lồn mẹ. Mấynhoom trước tao buk mình thì đỵt có chỗ nào xả. Hôm nay nguôi ngoai cả r thì mới tìm ra cái chổ chửi xả. Đỵt mẹ đời. Lồn mẹ chúng mày kể cả thằng ad mặt lồn bước ra đây để bố xem mặt,1
Có 5tr ko e,0
Chết đi ông ơii,0
Hai anh em :),0
Sao chúng mày ko nhịn tham ô cửa quyền đi .,1
Thang Viet xin về tự thủ à =)),1
Vì thuế,0
Tài bọn ranh con riết cứ như armu chán ghê :))),1
Sao còn tồn tại con người này hả trèn,0
Miện giống lôm trâu,0
Hoàng Kiên nói đúng lại còn chuẩn 🤣🤣,0
tien su no lam mom ?....,1
Nhị Thắng cực địt lol mẹ mày,1
Ngheo mà yên bình là đc. Tao nói riết giờ thấy uổng công. Tao cứ ở nc ngoài ngồi cười khì khì coi tụi bây đống vài thứ thuế ba láp. Ăn đồ ăn hoá chất. Ra đường thi trộm cướp. Uhm yên bình đi tụi mày ạ. Thấy đất nc xây nhiều cao tầng là thấy phát triễn. Tụi ngu ạ tiền vay ODA ấy con ạ. Rồi đời con cháu chúng mày sẽ trả há há.,1
Sao lon dung la  mieng  cho k the moc nga voi,0
Xong nó bán nước ta cho trung quốc rồi!,1
Giàu thường hay quên cách ăn mặc á :)),0
Nguyễn Huy về bằng máy bay riêng. Nghi quá nghi,0
2 mẹ con đông ng spt nên cùng nhau report chăng,0
An noi vua phai thoi pn gi ma an noi kieu k co nguoi day vay,0
"T thề là nếu như dịch bệnh mà hết và con Nhung này ra viện thì chắc là ai nhìn thấy nó thì cũng muốn lao vào xé xác nó ra ấy, thế có mà nó sợ tụt lờ k dám đi đâu đâu =)))))",1
Cố gắng dành giải nhất để về ăn tết với vợ con nhé,0
Ngu thì làm mất kệ cmn,1
Các ông sống từ từ thôi,0
Mời Dì Hai (ca sỹ Tuấn Phong) đi Anh Chị ❤️❤️,0
Em đen lắm,0
Thằng assmin nhãm shitt...đành rằng page này là CHỬI. Nhưng mày là assmin thì chỉ nên viết gợi ý thôi...để mem nó CHỬI...mày dành CHỬI kiểu đó thì chơi thế đéo nào...,1
"ô nhiễm ở cái thành phố Hôi Chết Mẹ thì nó bảo là sương mù xuất hiện đẹp như Đà Lạt thứ hai, còn ở Hà Nội chắc đẹp như Sapa, ờ thì Đà Lạt với Sapa nhé",1
Ý thức còn ít hơn kiến thức hoá của tao,0
Nhật An có chữ n cũng bắt bẻ mm .,0
Cái quái gì nói lên sự thật về cái đất nước này cũg là phản động. Tự do ngôn luật ko bao h có chỗ đứg ở cái đất VN.,1
còn đây là idol của tui :v,0
sai vl,0
Dạng háng chờ gánh,0
Mi Rose chị Bitch thích mà,1
VN đăng ký bản quyền lâu rồi nhé!,0
Bảo virus corona nó sống trong máu thì thua :)),0
"Nl số 1 á, ta thích c trinh nh géc thèn tiệp vãi",0
Còn ngưỡng mộ có ba nhé hihihi,0
Anh dag lm j ấy🐱🐱,0
Con minh hiếu bêde già mất dạy,1
Xem muon ỉa vào mặt con tạ bích loan vs thang lol thanh dm tui no sủa như chó,1
Vòng thầy hiệu trưởng hơi nặng :)),0
Ong noi nay khung khung ngao da ma,1
Điểm gay ấn tượng và nổi bật đó ạ,0
"Kệ đi thớt , 1 lũ trẻ trâu",1
Mom cho ko moc dc nga Voi,0
Đinh Phúc Thịnh Lan Thy ngày ấy của m nè :),0
Bọn đấy ngang với đa cấp đấy tàn mồm thầy cúng,1
Khổ thân anh độ giải này mà nát mấy ông anti lại um lên cho mà xem ... Rồi team lại đủ thứ buồn. Còn ngày mai nữa mong các anh cố gắng,1
Xuân Quyết chắc lúc đấy chưa phát dịch nên kbt,0
như cl,0
"Phúc Báo thiệt mấy ba mấy má này rãnh hàng gê, đang trong thời kì dịch bệnh mà ham bay lắm 😢",1
Sena ám bỏ mẹ,1
Duy Nguyen night nay eat egg tea nha uncle Duy,0
Mui ba nay sua nhin ghe qua ma oi. Haizz,1
Dlv sủa hộ ?,1
Tao chỉ mong bóng đá thua mẹ luôn mấy trận đầu cho xong... Đỡ tốn tiền thuế của bố 😠,0
Nhìn mặt con linh.mỏ nó như cá lao  kiếng,1
Bác Lân cứ dụ bác Dần múa thần quyền :vv,0
Đạt Quốc Bành comment top mà ít like vl :(,1
"Tuan Quoc so sánh vs con gái, chửi con gái ngta đ* này đ* nọ, đéo biết mày có cc không nữa, hay não toàn phân bò",1
Tin rằng Việt Nam chúng ta sẽ vượt qua bệnh dịch nhờ sự đoàn kết và nổ lực ❤,0
nghe bảo kp bị gay,1
"phải rồi ông tổ của cộng sản thờ satan , rồi bác hồ yêu quý lại đem sản phẩm của satan đến với người dân VN và đó chính là tư tưởng mác-lê vô thần duy vật vô thần vô tôn giáo",1
Abe đã trở lại và ăn hại gấp đôi :)),1
Khong Biet ức chế vl :3,1
Cũng may là nữa đêm chứ ngay giờ cao điểm thì rút kinh nghiệm ngu cmn người :v,1
"Dân Mỹ muốn giàu thì phait đồng lòng yêu cầu tổng thống giết hết bọn ăn bám Việt Nam Cộng Hòa . Làm hạo tổn báo nhiêu kinh phí Mỹ, gánh nặng cho dân Mỹ",1
Thầy xạo lol . 🙂,1
Yêu thầy,0
Xin vd,0
nhà lắm tiền thì làm j có ích tí chứ đừng có giống mấy bạn hàn quốc là đc,1
Biết là Nhật cũng có người này người kia nhưng chú bao nhiêu tuổi rồi mà hành động ấu trĩ như thế 😖😖😖,1
đến nơi chưa anh ?,0
Mpv cái máu lồn đỏ như tới tháng,1
Nhạc nền nghe thảm vậy :)),0
"Vũ Thanh Huyền mày điên à, bà này đi công tác.",1
Đc anh ui,0
Bê đê mà,1
Trâm Trâm từ vụ linsied chị đã nhận ra hắn rất giỏi sủa,1
Nguyễn Hoàng Hoài Thương,0
Ở đấy ngột ngạt quá thì đưa nó qua vũ hán cho nó thoáng mát😡😡,0
"Sống như chó, nhà nhưng thích tuyên truyền.",1
Hồ Nguyễn Quốc Phú suy nghĩ ko sạch sẽ v nó dơ chỗ nào?? Bu lu bu la ở tội a thế đồ ấy hả 🤔 ngta cmt 1 dòng mà đi cmt lại 3 dòng hỉu rồi fans jack ko phân biệt độ tuổi có thể kết luận là trẩu,1
Lê Thảo Nhi giống tui vl :)),0
a lúc nào chả xạo lon 🤣🤣,1
Nghe có vẻ chạy trốn nhưng m k thoát dc đâu con trai to be continued,0
"Tội anh tôi, lương tháng 7 - 8 triệu, đến tôm nhỏ chẳng có mà ăn, chỉ ăn được mỗi cua hoàng đế và tôm Alaska😢😢😢",0
Chửi nghe k kịp luôn.kk,0
Tuân Anh Trinh bởi đi làm mấy a dạy bậy ko,0
giầu thế mà kg đi thẩm mỹ.  Cho nó xinh đi   để tiền Làm cái gì sấu như con quỷ,1
Roblox,0
Chửi chết con mẹ mấy thằng ngu đi 😂,1
Khoá Việt-Tiệp đây ạ .khắc việt khoá mõm khắc tiệp mại dô mại dô 😂😂😂,1
Ad cứ mà cẩn thẩn bọn dlv. Cứ ghi vầy : Đụ Má CSVN,1
Tao có ngiu hồi nào mà tao hỏng biết lun :))),0
Cái chế độ vc này bàn tay nhuốm máu không biết bao nhiêu người tù vụ cải cách ruộng đất cả trăm ngàn người chết đến vụ học tập cải tạo thêm cả trăm ngàn người chết!,1
Con này k bỏ tù cũng phải bồi thường thiệt hại cho đất nước thì mới mong đc sự tha thứ,0
thử con nhung lây cho m thử .m k chử nó đi .đạo đức giả,1
Hối tiếc muộn màng + lời xin lỗi của 1 dân chơi :>>>>,0
Sân bay chưa xây mà cao tốc kẹt như cơm bữa! Đường khẩn cấp mà chạy chiếm hết ý thức!,0
Mạnh Trí Hà đcm =)),1
Phá hết đi rồi chết. Cuộc sống thật mong manh,1
Hóng clip thử thách 24h ngủ với Susan của Abe nào ae 🙂,0
Ha Truong quần què j v @@,1
hộ,0
"Đm cái mỏ như mỏ vịt thề lề, thè lè, thấy ghê jk nào dừa chắc ooke",1
dm một công đôi triết lí,0
"Tài Vương phim hồi hộp, nhưng cũng dễ đoán, nói chung phim về quái vật thì phim này đc coi là ok ruig",0
con này hết thuốt chửa rồi.,1
Ngửi cho tỉnh đi 3 Gòa,0
sau vc ra,1
Bóng đá là rường cột của đất nước. Nhờ những trận bóng đá này mới giúp được người dân Việt Nam quên đi nổi sầu Việt Nam vô địch địch vô.,1
Người đi ô tô nói cái đ” gì cũng đúng :v,0
Khon nan lu tham nhung,1
Đơn giản vì mấy đứa kia ăn tiền thuế của dân thì nó phải nai lưng ra làm vì đó là trách nhiệm. Còn a a là người làm vì tâm không vì tầm. Thì so sánh thế đéo nào dc add nhể. Đã vậy chưa kể người ta chỉ cần ng minh bạch thông tin chứ không cần người tung hô hoa hòe màu mè bông cành sương sa hột mít như mấy đứa làm màu. Add nhể haha,0
Ông lân k cười à :)),0
Thế clg đây :v,1
"Đĩ mẹ nhung, lựa đi em",1
Ba Thái Anh Van đưa con này về vn gấp để trị bệnh,1
Lê Phương Linh liều. Vé cao chết mẹ,1
"14:10 ""thần quyền môn súng bắn không trúng"" nha mạ ngừ =))",0
Quy khung. Binh quan tuong. Ao giac.  Ba dien. Than kinh.,1
"Bao nhiều thứ thôi thì mình mình biết , nói ra cùng ai làm gì để phải mệt nhỉ 🤫",0
thông đít hàng ngày :),1
1đảng là do dân vì cán bộ.....vcc,1
Đây là bạn thân của vũ khắc tiệp mọi ngừoi ạ.nên ý thức nó cũng y vậy,1
Dừa cái lone lắm nghe 🙃🙃🙃,0
Nói về thương mại tiger nude cũng hiểu 1 chút đó,1
Chống dịch cùng chị gái này,0
Kinhh,0
Anh em mau nhường giải cho Sela trả nợ nào,0
Người ieu cua ai bắt về dùm đi cảm ơn ...cho nó hút khí bot dien,1
Sống chậm thôi các ông,0
"nước sông chảy mạnh, quá nguy hiểm, cầu cho các bé luôn bình an",0
Thôi anh im đi,0
"doanh nghiệp nó sai thì nó bị phạt, còn thằng này thích tống tiền doanh nghiệp thì nó cũng đéo đúng đâu mà gào mồm ăn vạ :)) tưởng ăn đc tiền của ngkhác dễ à",0
Cười vãi l mà có bọn bảo game chán rồi spam phá các kiểu =))) chán thực sự,1
Ông Tuân cười ngặt nghẽo từ đâu đến cuối luôn,0
"page riết rồi như loz. Nội dung thì chỉ hướng đến đã kích người khác. Ăn nói thì nhảm loz vcc, biết cc gì về khó khăn người ta gặp phải mà bày đặt ý kiến. Nhớ ngày xưa page này quần què gì cũng chửi dc, nhưng mà chửi vui, chửi giải trí. Bây giờ thì toàn đả kích người khác. Zzz",1
"GG 4EVA Chửi cha mày ha gì mà mày lên tiếng. Tao vào cmt bình thường bả có nói gì đâu, đm trải qua bao nhiêu chuyện như vậy ai mà không thay đổi",1
Miệng con này còn thúi hơn cái hầm cầu,1
Bua nao ve sai gon gap em nha em.,0
nghe nứng wá thầy ơi,1
Bớt bớt dô diên dùm cái nha 😒,0
full:,0
Bây giờ có nghiêm túc kiểm điểm hay nặng nhất là kỷ luật cách chức gì đó thì bọn quan lại chóp bu này cũng tẩu tán cất giấu mấy ngàn tỷ vào túi riêng rồi ! Lãnh đạo các ban ngành trong thể chế CS bao nhiêu năm đấu đá tranh chấp quyền lực cũng chỉ chờ có thế ! Hạ cánh với số dư tài sản khủng XONG !,1
I love you to ca mo,0
Xin video bác,0
nghe hư trúc nhưng rất mộ dung phục,0
Abe đóng phim !,0
Anh em cc,0
:)) cay vl,0
TẠI DÂN THÍCH LÀM NÔ LỆ .CHƯA THÍCH LÀM NGƯỜI .ÔNG TRỜI CHO TỰ DO QUYẾT ĐỊNH .TẠI SAO KHÔNG CHỊU LÀM NGƯỜI MÀ LÀM CHÓ GIỮ CHẾ ĐỘ CSVN,1
qua sam,0
Da chua cô ba oi,0
Lê Nguyễn Thảo Nhi thuyết cái loz què !,1
Vợ chờ tin chồng ngày về quá xa xăm,0
Mai Nam Hải a bị xiên có đau không a :((,0
Em tổ tư vấn nhưnlol ấy độ ak 🤣🤣🤣,1
Có mấy đứa sợ thì thôi đừng có đú trang chủ liên minh nó đưa ra mà sợ còn mấy cái link ngu thì lại vào,1
Xem 6 7 tập đầu cho biết nhân vật xong xem phát tập 63 ( a độ sad),0
Má nước mắt cá sấu kìa trời,0
Mua hay hốt của người ta thế,0
Hoàng Hải VietNam num bơ qoan,0
:)).ở thiên đường mọi ngành nghề đều hợp pháp nhé.đặc biệt là nghề cướp đường.làm thế bỏ tù 6 tháng còn nhẹ,1
Nói gì vậy lão vô văn hóa,1
Bị môi a khóa ngay😂,0
khi nào lên A đổi tốp là đi cktg luôn đó aba ơi :D,0
Tiên tri? Tao lao,1
Trương Duy lz mẹ,1
Căng quá các bác uiii,0
Yêu vs cả đương :)),0
Âm Binh 🙂,1
Hóng quá thầy ơi,0
Cháu của diêm vương,0
Lâm Đình Khoa,0
Móa đang ăn bún mắm xem bài quyền tao cừi sặc 🤣🤣🤣,0
Anh độ ơi ngái dứa vailon,1
tau khửa ghét Kpop lại còn nhãy trc mặt bác Mao như z là bôi nhọ chính quyền xử ngay :v,1
90tr dân Việt Nam đang vả nhung nè,1
Oh shjt,0
Minh Khánh đr b bài này t nghe hơi ngứa xíu,1
Hau Nguyen rảnh loz hả bà nội,1
bê quá,0
à m bảo ở nước ngoài nó quen rồi vậy cho m sang Ý ở nhé thàng ml,1
Tsb 💩,0
"Ủa nó tưởng đăng facebook là ghê gớm hả ta, đăng lên cho ngta chửi thêm à. Đề nghị mọi người unfollow face nó để nó đăng lên rồi tự thủ dâm lấy.",1
Ko còn gì để nói ...!!!,0
Nguyễn Đăng Duy :v,0
Bạn chả có máu hóa văn loz j cã=]],1
"vẫn biết là cái gì cũng không thể tuyệt đối được , nhưng nói như vậy hoá ra người ta mổ chết là do thiếu may mắn à . địt mịa chúng nó nữa , làm đéo có trách nhiện gì cả , mổ thì chết người , tiêm phòng trẻ em cũng vậy . ... định trốn tránh trách nhiệm đến bao giờ . bảo sao người nhà hành hung bác sĩ . làm ăn tắc trách vậy bố thằng nào chịu được",1
Có đi cùng chuyến bay với bệnh nhân 21 không vậy?,1
"Chị ba nói đúng rồi. Chị ba bán nước cầu vinh. Đời ông cố nội thằng cha chị ba, tham sống sợ chết đầu hàng giặt",1
Câu nói của chuyên gia mèo,0
"Ngộ ha! Mấy bố cứ ngồi đây mà phán ""Thử hỏi làm sao phát triển được"" ... Ủa nếu có chinhd sách phát triển gì gì đó của mấy bố vào đây thì VN chắc gì đã tiế bộ? Đã đéo giúp ích đc cho đất nước rồi còn ngồi đây ""Thử hỏi sao phát triển được"" :)))))) có cảm thấy hài hay là tự nhục miếng nào k ? Hay chỉ biết ngồi mà rên rỉ, lăng mạ đất nước mình, nơi mà mình đc ỉa ra?",1
"Khổ a tao, có cái tên suốt ngày bị lấy.",0
Dương Thái Phước ba gà not ba chó@@,1
Bao giờ chết,0
Phạm Văn Đồng bớt ngu đi đc rồi,1
Không phải dài hay lâu cứ học Trung Quốc cách trồng tham nhũng,1
Đố anh bắt được em đấy 🤪🤪,0
Khác gì bọn zom đâu,1
Bú bóng cao su ha gì cười ghê z abe :)),1
Đám sạo lồn,1
:))) ý thức anh tịp như cái đầu bùi vậy,1
Vũ Thị Huyền bn v b,0
Hư cả một thế hệ..,0
Bên nc ngoài làm thấy mẹ bày đặt đm,1
Sy Nguyen tàu bay của cái ông đeo kính đen giữa ảnh đó :v,0
Quang Hưng Nguyễn mỹ,0
Có cl,1
chuẩn,0
Thằng zô zăn hoá,1
Dao chặt không đứt kkkkk🤣🤣🤣🤣🤣🤣,0
Nhanhh that su :))),0
Tnao thiếu iot thế bạn huy minh lương. Bạn về nhà hỏi lại con bà già nhà bạn ra ngoài chợ nhặt đc tiền về có khoe loạn nhà hay k. Hay mang tới c.a tôi nhặt đc 20k 50k k biết của ai tôi mang ra trình các đồng chí. Ai cũng có lòng tham mà những ng như bạn ăn đủ iot lại đéo hiểu cái vđề nó nằm ở đâu. Ng ta mới hỏi là có nên hốt k. Chưa ỉa ra mà các bạn đã chực cắn r. Lại thêm đc 1 con chó to nữa :)),1
đẹp zai của abe là đây,0
Hỏi b ý xem có đi tiếp xúc với chị nhung gì k đó k mà thấy bị lây óc tó thể hiện qua lời phát biểu như v,1
Vậy hằng năm thuế của dân đóng ngập mặt bọn bụng phệ trong QH NN kìa sao đám quan ko giỏi lấy đó ra quyên góp đi.,1
Vẫn thua chàng trai có hàm răng trắng tinh này :v,0
"Hy sinh đời bố, kệ cho dân chửi, miễn sao ăn cho nhiều tiền, có biến thì chạy thôi, tư duy của các ông tủn mủn chỉ có vậy thôi.",1
Qua Đông Lào du lịch mà làm kiểu này nó đấm cho vỡ mồm :)),0
nhieu tuoi mak theo vet xe do :) mat l;ol,1
Dân Việt Nam se không còn nghe 1001 chuyện Ăn của quan nếu kéo cổ hết bọn việt cộng ra biển lớn làm bữa thịt người cho cá .,1
Idol tui có khác. Phải v chứ ai như cái con phò tiệp tiệp j đó. Đm nó như 1 con đàn bà.,1
@Khánh Linh,0
Ngày xưa chơi ma tuý trốn như chó giờ chơi ma tuý phải khoe ra cho thiên hạ biết là mình chơi ma tuý nó mới đẳng cấp.,1
Thương cô quạ,0
thầy nhớ mang vinh quang về - nghệ sĩ hài hước clm,1
Cô Minh hiếu nói chuyện thật thà dễ thương quá ✌️✌️✌️✌️✌️,0
Ý thức như L..,1
Không đeo khẩu trang là dân play nha :(((,0
Trung quảng cáo 🤔,0
Bọn đảng cộng sản thì đéo chết đâu. Người vì cộng đồng thì chết. Vl,1
Hanh Viet tất cả những lập luận viết sai chính tả đều như l,1
Muốn trợn trắng 😃,0
"Thực ra: ba que là bọn ăn trên ngồi chốc. Chỉ mị dân cai trị để tham nhủng làm đất nước tụt hậu.. chúng là thầy của bọn bò đỏ.. mà bò mãi O nhận ra vì nhồi sọ umê, chửi càng, bò ơi nghỉ lại đi, chứ đừng để bị làm nội tạng cho giặc tàu..!",1
Nguyễn Chí HùngChú ý. nha ba,0
Về vn ăn mau lol à.,1
địt,1
"Đồng chí nào có lòng tốt ra rước bác về dùm , để đấy mấy con chó nó đái lên thì khổ thân bác tui quá",1
nhiệt độ giờ quá hợp lý. sài gòn 35. hà nội 32. virus ko sống nổi. hà nội ở nhà 2 ngày thôi là hết dịch.,0
Cái mặt con bò biểu cảm vãi haha.... đhs tự nhiên thèm thịt bò khô,0
Vũ Trọng Chiến chắc miền bắc. Hhhh,0
"Ở Italy còn ko lo , ở việt nam lo gì hãy tin vào nhà nước , quân y , bệnh viện dịch tễ họ thật sự đẳng cấp trong chuyện này đã chữa cho 16 ng , chị nhung vài bữa nữa khỏe giờ đó , nếu ko khỏe thì mình ship cho chị nhung 1 lạng đinh",1
Cực kì thuyết phục 😅,0
:)))) alo có thằng ngu Mr Gripex ở đây không :v,1
vậy nên mới gia nhập TPP :3,0
Cc haha,1
Đéo biết game phải để giải trí không nữa 😂😂😂,1
mặt nhìn giống cái âm hộ gái nhật Ge,1
thằng chó đó là thằng nào vậy? ai bjk cho thông tin coi,1
Bỏ tật ngựa :))),0
Toang thật rồi là 1 fan bóng đá buồn thật chứ ko đc xem đá bóng rồi: haiz,0
cml,0
